"id","x","y","stand","volume","p95"
611,15,10,1,379.634001832266,83.4254121866672
612,15,11,1,439.33622069418,55.3420962572333
613,15,12,1,536.976522582635,38.6964967956656
614,15,13,1,290.177260364993,40.1721940953369
615,15,14,1,363.569774514796,72.1335465876552
616,15,15,1,649.860084215547,44.701766213233
617,15,16,1,265.166513758342,44.0892799051412
618,15,17,1,276.848444309832,51.4425465177585
619,15,18,1,330.31139720969,49.0326177464172
620,15,19,1,222.14788691903,51.2830541997069
621,15,20,3,288.849965923717,66.7760705562357
622,15,21,3,172.301557686503,25.1375505443855
623,15,22,3,471.462304448995,67.4588966290163
624,15,23,3,302.518631340294,33.1296139233544
625,15,24,3,382.627909120037,58.1780463903932
626,15,25,3,304.557932209009,79.7543361906518
627,15,26,3,381.862303681777,66.0639967644979
628,15,27,3,366.010924426846,50.5358707063095
629,15,28,3,319.630197215273,30.4553029594716
630,15,29,3,324.710733047802,59.5943807548772
631,15,30,3,379.634001832266,36.7891703920372
632,15,31,3,439.33622069418,114.944907677601
633,15,32,3,536.976522582635,38.6905079581311
634,15,33,3,290.177260364993,17.3808361838471
635,15,34,3,363.569774514796,56.4517758479436
636,15,35,3,649.860084215547,102.354305369381
637,15,36,3,265.166513758342,99.7798087076801
638,15,37,3,276.848444309832,58.6047307317983
639,15,38,3,330.31139720969,70.3340284794998
640,15,39,3,222.14788691903,5.52713111796564
641,16,0,1,288.849965923717,38.409661797565
642,16,1,1,172.301557686503,83.8412416866633
643,16,2,1,471.462304448995,35.6157770237104
644,16,3,1,302.518631340294,65.7157389586631
645,16,4,1,382.627909120037,5.69494082885351
646,16,5,1,304.557932209009,31.1514827992849
647,16,6,1,381.862303681777,12.2282309244758
648,16,7,1,366.010924426846,20.494067848254
649,16,8,1,319.630197215273,51.3622807505086
650,16,9,1,324.710733047802,46.4496819327247
651,16,10,1,379.634001832266,34.2588405583851
652,16,11,1,439.33622069418,52.6285178146444
653,16,12,1,536.976522582635,31.7215611298338
654,16,13,1,290.177260364993,32.5659521395655
655,16,14,1,363.569774514796,83.4485226505253
656,16,15,1,649.860084215547,86.7736868047504
657,16,16,1,265.166513758342,53.5272372585218
658,16,17,1,276.848444309832,56.4962204110448
659,16,18,1,330.31139720969,57.1043168027448
660,16,19,1,222.14788691903,48.8197122304956
661,16,20,3,288.849965923717,65.9034546695633
662,16,21,3,172.301557686503,61.4432919886027
663,16,22,3,471.462304448995,62.2611549821501
664,16,23,3,302.518631340294,27.5580262527497
665,16,24,3,382.627909120037,59.1693725129181
666,16,25,3,304.557932209009,63.4198387625705
667,16,26,3,381.862303681777,44.2141847737321
668,16,27,3,366.010924426846,7.11227358279275
669,16,28,3,319.630197215273,72.7352050273408
670,16,29,3,324.710733047802,57.3009472011878
671,16,30,3,379.634001832266,60.4505000625651
672,16,31,3,439.33622069418,42.7723661556769
673,16,32,3,536.976522582635,93.8170101338653
674,16,33,3,290.177260364993,51.9325078915558
675,16,34,3,363.569774514796,50.8264885424517
676,16,35,3,649.860084215547,47.5083260224841
677,16,36,3,265.166513758342,80.3632003248543
678,16,37,3,276.848444309832,29.4120938420629
679,16,38,3,330.31139720969,40.5565026585917
680,16,39,3,222.14788691903,69.2117504496053
681,17,0,1,288.849965923717,40.2254517241914
682,17,1,1,172.301557686503,50.5050439875122
683,17,2,1,471.462304448995,49.7994699760518
684,17,3,1,302.518631340294,69.7138173316316
685,17,4,1,382.627909120037,49.5918783238547
686,17,5,1,304.557932209009,66.5639298347022
687,17,6,1,381.862303681777,55.4286497719974
688,17,7,1,366.010924426846,64.6191316096676
689,17,8,1,319.630197215273,33.8004897696994
690,17,9,1,324.710733047802,35.3911261636494
691,17,10,1,379.634001832266,52.4134472426205
692,17,11,1,439.33622069418,49.8276752298397
693,17,12,1,536.976522582635,57.1236469895982
694,17,13,1,290.177260364993,66.6831536546914
695,17,14,1,363.569774514796,43.817193422781
696,17,15,1,649.860084215547,60.6206721959895
697,17,16,1,265.166513758342,52.1868886137438
698,17,17,1,276.848444309832,33.2010972698589
699,17,18,1,330.31139720969,22.5198432770677
700,17,19,1,222.14788691903,53.5594390388406
701,17,20,3,288.849965923717,95.790441483453
702,17,21,3,172.301557686503,61.8943635847083
703,17,22,3,471.462304448995,66.0997941465267
704,17,23,3,302.518631340294,38.7647432539634
705,17,24,3,382.627909120037,21.6831712499821
706,17,25,3,304.557932209009,56.9051178256224
707,17,26,3,381.862303681777,44.1521058292036
708,17,27,3,366.010924426846,81.2095640387145
709,17,28,3,319.630197215273,16.2376853537508
710,17,29,3,324.710733047802,75.5329878787601
711,17,30,3,379.634001832266,85.2088086827345
712,17,31,3,439.33622069418,70.4486786809626
713,17,32,3,536.976522582635,49.9106277764194
714,17,33,3,290.177260364993,30.2882183376634
715,17,34,3,363.569774514796,46.5600854500667
716,17,35,3,649.860084215547,65.9579181688726
717,17,36,3,265.166513758342,37.9680049167543
718,17,37,3,276.848444309832,37.2078488005912
719,17,38,3,330.31139720969,79.6205187771129
720,17,39,3,222.14788691903,63.8912541096787
721,18,0,1,288.849965923717,39.34725200174
722,18,1,1,172.301557686503,53.258883083297
723,18,2,1,471.462304448995,55.9503690859514
724,18,3,1,302.518631340294,38.2639442314419
725,18,4,1,382.627909120037,59.6118291889888
726,18,5,1,304.557932209009,24.3762590702961
727,18,6,1,381.862303681777,41.3331650187286
728,18,7,1,366.010924426846,60.2310269440398
729,18,8,1,319.630197215273,59.0889931637181
730,18,9,1,324.710733047802,62.9262761616729
731,18,10,1,379.634001832266,41.2382053061811
732,18,11,1,439.33622069418,54.642563362943
733,18,12,1,536.976522582635,67.1000159050206
734,18,13,1,290.177260364993,39.4625921938791
735,18,14,1,363.569774514796,71.9050667755875
736,18,15,1,649.860084215547,55.342645803596
737,18,16,1,265.166513758342,67.1829803192946
738,18,17,1,276.848444309832,43.4707602328905
739,18,18,1,330.31139720969,27.1062911096684
740,18,19,1,222.14788691903,76.6417055943298
741,18,20,3,288.849965923717,28.0930284985392
742,18,21,3,172.301557686503,46.123893624377
743,18,22,3,471.462304448995,33.4693227135099
744,18,23,3,302.518631340294,43.5522197589236
745,18,24,3,382.627909120037,74.1078106303935
746,18,25,3,304.557932209009,39.8174063033661
747,18,26,3,381.862303681777,87.5781385326063
748,18,27,3,366.010924426846,42.1662065592642
749,18,28,3,319.630197215273,72.0604603938058
750,18,29,3,324.710733047802,15.7477626331223
751,18,30,3,379.634001832266,108.720918591778
752,18,31,3,439.33622069418,22.7073257182042
753,18,32,3,536.976522582635,22.8515679804218
754,18,33,3,290.177260364993,44.1361592922221
755,18,34,3,363.569774514796,90.3612920895119
756,18,35,3,649.860084215547,90.4042726006641
757,18,36,3,265.166513758342,23.923064683787
758,18,37,3,276.848444309832,57.3897320842781
759,18,38,3,330.31139720969,17.1540271175112
760,18,39,3,222.14788691903,-9.82794274596179
761,19,0,1,288.849965923717,40.4062735534017
762,19,1,1,172.301557686503,76.3842111110306
763,19,2,1,471.462304448995,63.8992662598948
764,19,3,1,302.518631340294,62.2161247383293
765,19,4,1,382.627909120037,44.4160110778218
766,19,5,1,304.557932209009,67.2884000730107
767,19,6,1,381.862303681777,43.7867467588532
768,19,7,1,366.010924426846,61.6291029282626
769,19,8,1,319.630197215273,58.1632839939601
770,19,9,1,324.710733047802,42.8604615889819
771,19,10,1,379.634001832266,68.7521284075122
772,19,11,1,439.33622069418,30.2862410732516
773,19,12,1,536.976522582635,42.5428699516269
774,19,13,1,290.177260364993,43.8317058191424
775,19,14,1,363.569774514796,32.3672368572946
776,19,15,1,649.860084215547,57.3921608423026
777,19,16,1,265.166513758342,33.649402785064
778,19,17,1,276.848444309832,56.5375668708328
779,19,18,1,330.31139720969,52.3042095016316
780,19,19,1,222.14788691903,36.0912350462551
781,19,20,3,288.849965923717,49.6490750342553
782,19,21,3,172.301557686503,30.8620081859121
783,19,22,3,471.462304448995,58.9560628812931
784,19,23,3,302.518631340294,85.409668846562
785,19,24,3,382.627909120037,47.9708898284176
786,19,25,3,304.557932209009,52.8044132948519
787,19,26,3,381.862303681777,14.2883822170001
788,19,27,3,366.010924426846,47.0037628415982
789,19,28,3,319.630197215273,54.3012193355905
790,19,29,3,324.710733047802,89.4978698502968
791,19,30,3,379.634001832266,69.4791168936064
792,19,31,3,439.33622069418,92.9398569556694
793,19,32,3,536.976522582635,64.0624505717815
794,19,33,3,290.177260364993,18.4561248223682
795,19,34,3,363.569774514796,62.0129400243981
796,19,35,3,649.860084215547,52.1514677435298
797,19,36,3,265.166513758342,27.5466935131177
798,19,37,3,276.848444309832,53.0899630575244
799,19,38,3,330.31139720969,0.498862551624761
800,19,39,3,222.14788691903,3.29439764949347
801,20,0,2,288.849965923717,38.7061206721256
802,20,1,2,172.301557686503,94.7211207342738
803,20,2,2,471.462304448995,70.0794571017038
804,20,3,2,302.518631340294,49.5903495404159
805,20,4,2,382.627909120037,31.5935093936045
806,20,5,2,304.557932209009,34.654335154977
807,20,6,2,381.862303681777,39.9992968466007
808,20,7,2,366.010924426846,87.0269914700088
809,20,8,2,319.630197215273,48.5173179724345
810,20,9,2,324.710733047802,17.3167826326049
811,20,10,2,379.634001832266,65.1977278486049
812,20,11,2,439.33622069418,79.9236818673613
813,20,12,2,536.976522582635,31.6348340101309
814,20,13,2,290.177260364993,45.8606937503711
815,20,14,2,363.569774514796,77.7730819816879
816,20,15,2,649.860084215547,57.1614315315079
817,20,16,2,265.166513758342,76.0488429971705
818,20,17,2,276.848444309832,-0.0924322530672157
819,20,18,2,330.31139720969,64.3291151395573
820,20,19,2,222.14788691903,29.5718770116516
821,20,20,4,288.849965923717,38.8792739158555
822,20,21,4,172.301557686503,37.4440936373016
823,20,22,4,471.462304448995,41.7655220954552
824,20,23,4,302.518631340294,70.9918960615921
825,20,24,4,382.627909120037,36.5151809250007
826,20,25,4,304.557932209009,86.2945261651687
827,20,26,4,381.862303681777,56.3761630184194
828,20,27,4,366.010924426846,45.2302112048361
829,20,28,4,319.630197215273,52.8420671069033
830,20,29,4,324.710733047802,57.4585149062701
831,20,30,4,379.634001832266,100.088470272176
832,20,31,4,439.33622069418,69.0487835818613
833,20,32,4,536.976522582635,49.5775958556713
834,20,33,4,290.177260364993,45.6330686824837
835,20,34,4,363.569774514796,9.17288245697713
836,20,35,4,649.860084215547,62.6477728265462
837,20,36,4,265.166513758342,62.9906627274031
838,20,37,4,276.848444309832,65.2073888185511
839,20,38,4,330.31139720969,69.0667294471964
840,20,39,4,222.14788691903,79.5212697969085
841,21,0,2,288.849965923717,92.6652993387929
842,21,1,2,172.301557686503,24.2630870101134
843,21,2,2,471.462304448995,38.6192946892867
844,21,3,2,302.518631340294,24.6210052089149
845,21,4,2,382.627909120037,10.8361057416457
846,21,5,2,304.557932209009,27.6480365494609
847,21,6,2,381.862303681777,38.1338278650853
848,21,7,2,366.010924426846,59.7390272855093
849,21,8,2,319.630197215273,64.9778836935833
850,21,9,2,324.710733047802,44.655455939169
851,21,10,2,379.634001832266,60.3652140836911
852,21,11,2,439.33622069418,36.9439568143696
853,21,12,2,536.976522582635,42.8131868614752
854,21,13,2,290.177260364993,85.9167888980203
855,21,14,2,363.569774514796,60.0948907828193
856,21,15,2,649.860084215547,69.725101278117
857,21,16,2,265.166513758342,33.7853001115203
858,21,17,2,276.848444309832,66.4783891361592
859,21,18,2,330.31139720969,43.279869704254
860,21,19,2,222.14788691903,24.2903016779497
861,21,20,4,288.849965923717,60.780987150445
862,21,21,4,172.301557686503,71.3901511900911
863,21,22,4,471.462304448995,102.776219392182
864,21,23,4,302.518631340294,56.1167037662003
865,21,24,4,382.627909120037,64.7497226883031
866,21,25,4,304.557932209009,59.0139327878444
867,21,26,4,381.862303681777,32.6749574188607
868,21,27,4,366.010924426846,28.8121737580558
869,21,28,4,319.630197215273,35.8386507064943
870,21,29,4,324.710733047802,26.4246234309713
871,21,30,4,379.634001832266,38.6985308858507
872,21,31,4,439.33622069418,60.1380420510949
873,21,32,4,536.976522582635,68.1275286516167
874,21,33,4,290.177260364993,55.9344617666543
875,21,34,4,363.569774514796,60.0055947058901
876,21,35,4,649.860084215547,16.1366431959359
877,21,36,4,265.166513758342,25.9154644058091
878,21,37,4,276.848444309832,100.314811785942
879,21,38,4,330.31139720969,26.2952000351931
880,21,39,4,222.14788691903,70.3491349114738
881,22,0,2,288.849965923717,51.7964817175649
882,22,1,2,172.301557686503,91.0416193913347
883,22,2,2,471.462304448995,39.2624056615744
884,22,3,2,302.518631340294,97.3229292858606
885,22,4,2,382.627909120037,35.0905022391843
886,22,5,2,304.557932209009,39.3398730159497
887,22,6,2,381.862303681777,36.2514064376145
888,22,7,2,366.010924426846,72.2571686154294
889,22,8,2,319.630197215273,52.2060694692069
890,22,9,2,324.710733047802,35.0296828457288
891,22,10,2,379.634001832266,45.2296300841511
892,22,11,2,439.33622069418,35.3488387790972
893,22,12,2,536.976522582635,85.036775649629
894,22,13,2,290.177260364993,79.1811430632559
895,22,14,2,363.569774514796,43.1874749644309
896,22,15,2,649.860084215547,49.6946150898826
897,22,16,2,265.166513758342,21.2228548338826
898,22,17,2,276.848444309832,46.5527292308315
899,22,18,2,330.31139720969,60.0457306352809
900,22,19,2,222.14788691903,42.2667904194097
901,22,20,4,288.849965923717,5.66667337901051
902,22,21,4,172.301557686503,28.4569488899344
903,22,22,4,471.462304448995,56.5069978837766
904,22,23,4,302.518631340294,47.4515427925242
905,22,24,4,382.627909120037,19.8129096693042
906,22,25,4,304.557932209009,49.9710076297059
907,22,26,4,381.862303681777,109.254398002634
908,22,27,4,366.010924426846,41.0221237417269
909,22,28,4,319.630197215273,4.14705185629659
910,22,29,4,324.710733047802,15.4207599604803
911,22,30,4,379.634001832266,39.887631575951
912,22,31,4,439.33622069418,82.9792730803525
913,22,32,4,536.976522582635,87.8362492620253
914,22,33,4,290.177260364993,46.4326985944131
915,22,34,4,363.569774514796,45.5851535956267
916,22,35,4,649.860084215547,38.4628630019612
917,22,36,4,265.166513758342,111.882967188981
918,22,37,4,276.848444309832,98.9701272680677
919,22,38,4,330.31139720969,9.05936717550316
920,22,39,4,222.14788691903,14.1194956373686
921,23,0,2,288.849965923717,47.9145699991925
922,23,1,2,172.301557686503,43.0647416368795
923,23,2,2,471.462304448995,41.5936019321961
924,23,3,2,302.518631340294,42.3643161067034
925,23,4,2,382.627909120037,69.7669951215098
926,23,5,2,304.557932209009,60.7168717792997
927,23,6,2,381.862303681777,5.4638822515113
928,23,7,2,366.010924426846,32.2895034541423
929,23,8,2,319.630197215273,59.16726674126
930,23,9,2,324.710733047802,21.1581197734383
931,23,10,2,379.634001832266,19.9917325214465
932,23,11,2,439.33622069418,22.6601105796759
933,23,12,2,536.976522582635,60.5851939622911
934,23,13,2,290.177260364993,41.4902105309026
935,23,14,2,363.569774514796,57.3127905802071
936,23,15,2,649.860084215547,31.0140352976274
937,23,16,2,265.166513758342,46.2239919281964
938,23,17,2,276.848444309832,27.3699922062776
939,23,18,2,330.31139720969,73.1290857716843
940,23,19,2,222.14788691903,57.5595856562274
941,23,20,4,288.849965923717,15.2098566867149
942,23,21,4,172.301557686503,29.3217855109738
943,23,22,4,471.462304448995,59.63083516187
944,23,23,4,302.518631340294,86.3923827544868
945,23,24,4,382.627909120037,52.5122135549354
946,23,25,4,304.557932209009,79.2319126955215
947,23,26,4,381.862303681777,56.7793572997552
948,23,27,4,366.010924426846,41.7722775265024
949,23,28,4,319.630197215273,60.2877633890113
950,23,29,4,324.710733047802,94.4843010765166
951,23,30,4,379.634001832266,96.6329113085097
952,23,31,4,439.33622069418,74.7081014411029
953,23,32,4,536.976522582635,74.0656846275948
954,23,33,4,290.177260364993,28.671590791492
955,23,34,4,363.569774514796,52.2449314608272
956,23,35,4,649.860084215547,53.0938264429672
957,23,36,4,265.166513758342,30.2796326382754
958,23,37,4,276.848444309832,52.4477017201352
959,23,38,4,330.31139720969,45.2684178330889
960,23,39,4,222.14788691903,24.4378198117283
961,24,0,2,288.849965923717,39.2862285935302
962,24,1,2,172.301557686503,60.6893408965736
963,24,2,2,471.462304448995,62.3537309343284
964,24,3,2,302.518631340294,64.9584403254255
965,24,4,2,382.627909120037,53.3111776313365
966,24,5,2,304.557932209009,56.7956814160646
967,24,6,2,381.862303681777,41.3682984752444
968,24,7,2,366.010924426846,46.1478738498747
969,24,8,2,319.630197215273,25.1263954259128
970,24,9,2,324.710733047802,4.28870720206209
971,24,10,2,379.634001832266,62.6571449710527
972,24,11,2,439.33622069418,71.525325373068
973,24,12,2,536.976522582635,60.4943109491723
974,24,13,2,290.177260364993,47.7825641843851
975,24,14,2,363.569774514796,13.6984471365193
976,24,15,2,649.860084215547,70.4302390645713
977,24,16,2,265.166513758342,59.5120265442097
978,24,17,2,276.848444309832,44.5320538518819
979,24,18,2,330.31139720969,72.5140946334664
980,24,19,2,222.14788691903,55.7458154195685
981,24,20,4,288.849965923717,-0.529316942757703
982,24,21,4,172.301557686503,60.3088094572689
983,24,22,4,471.462304448995,71.7957243406458
984,24,23,4,302.518631340294,96.9560971103949
985,24,24,4,382.627909120037,63.2405457561443
986,24,25,4,304.557932209009,57.5024028271908
987,24,26,4,381.862303681777,50.1150220575637
988,24,27,4,366.010924426846,1.08203635088786
989,24,28,4,319.630197215273,33.9641356616336
990,24,29,4,324.710733047802,26.9196885958838
991,24,30,4,379.634001832266,0.0332730269015329
992,24,31,4,439.33622069418,53.9895266318345
993,24,32,4,536.976522582635,104.562519939422
994,24,33,4,290.177260364993,51.2533253361231
995,24,34,4,363.569774514796,72.7911393289111
996,24,35,4,649.860084215547,16.9858179794129
997,24,36,4,265.166513758342,49.6659562558364
998,24,37,4,276.848444309832,50.9754548319798
999,24,38,4,330.31139720969,33.4441127719979
1000,24,39,4,222.14788691903,45.5265751184889
1001,25,0,2,288.849965923717,70.0930104666804
1002,25,1,2,172.301557686503,59.3347446590668
1003,25,2,2,471.462304448995,54.2931817010781
1004,25,3,2,302.518631340294,52.9495877811248
1005,25,4,2,382.627909120037,92.0926896050125
1006,25,5,2,304.557932209009,47.1562685424994
1007,25,6,2,381.862303681777,24.670878735112
1008,25,7,2,366.010924426846,41.3259985527098
1009,25,8,2,319.630197215273,40.4752562468313
1010,25,9,2,324.710733047802,49.4211240240041
1011,25,10,2,379.634001832266,52.987500191424
1012,25,11,2,439.33622069418,39.7449116398312
1013,25,12,2,536.976522582635,52.0641513349067
1014,25,13,2,290.177260364993,79.6960230885621
1015,25,14,2,363.569774514796,81.3937145821151
1016,25,15,2,649.860084215547,64.2615064350298
1017,25,16,2,265.166513758342,30.4642060300709
1018,25,17,2,276.848444309832,73.917157520461
1019,25,18,2,330.31139720969,32.5577948909965
1020,25,19,2,222.14788691903,55.3666025092518
1021,25,20,4,288.849965923717,85.3829491380878
1022,25,21,4,172.301557686503,57.0375950133426
1023,25,22,4,471.462304448995,-2.94695189831846
1024,25,23,4,302.518631340294,24.7048613648522
1025,25,24,4,382.627909120037,66.5659313959518
1026,25,25,4,304.557932209009,19.5619079028927
1027,25,26,4,381.862303681777,92.3922001066383
1028,25,27,4,366.010924426846,-3.10613127639405
1029,25,28,4,319.630197215273,34.0886328088192
1030,25,29,4,324.710733047802,53.498879667252
1031,25,30,4,379.634001832266,40.3218351307515
1032,25,31,4,439.33622069418,54.8526585231388
1033,25,32,4,536.976522582635,54.0879627998866
1034,25,33,4,290.177260364993,55.4881836226355
1035,25,34,4,363.569774514796,43.9517525072514
1036,25,35,4,649.860084215547,-19.4810532292939
1037,25,36,4,265.166513758342,32.0740812804338
1038,25,37,4,276.848444309832,37.8198995201558
1039,25,38,4,330.31139720969,37.8986114395782
1040,25,39,4,222.14788691903,38.628680773965
1041,26,0,2,288.849965923717,30.2428343667435
1042,26,1,2,172.301557686503,88.8105101986663
1043,26,2,2,471.462304448995,39.0421501669057
1044,26,3,2,302.518631340294,2.96374793422245
1045,26,4,2,382.627909120037,49.6145126017568
1046,26,5,2,304.557932209009,58.0745168065485
1047,26,6,2,381.862303681777,44.5811071996422
1048,26,7,2,366.010924426846,55.8956152712872
1049,26,8,2,319.630197215273,31.6205528892813
1050,26,9,2,324.710733047802,41.2332264472892
1051,26,10,2,379.634001832266,54.0585324113384
1052,26,11,2,439.33622069418,69.2457386760443
1053,26,12,2,536.976522582635,48.126429612023
1054,26,13,2,290.177260364993,56.5563789081788
1055,26,14,2,363.569774514796,68.0446639141139
1056,26,15,2,649.860084215547,57.7973975985471
1057,26,16,2,265.166513758342,51.6342762655913
1058,26,17,2,276.848444309832,53.2089209931668
1059,26,18,2,330.31139720969,78.0642857167624
1060,26,19,2,222.14788691903,44.8131279765803
1061,26,20,4,288.849965923717,18.2349411432319
1062,26,21,4,172.301557686503,81.9750431593964
1063,26,22,4,471.462304448995,46.8902888408231
1064,26,23,4,302.518631340294,71.5231062281677
1065,26,24,4,382.627909120037,74.6143163915188
1066,26,25,4,304.557932209009,77.9488886633207
1067,26,26,4,381.862303681777,43.3771045679635
1068,26,27,4,366.010924426846,26.2141955904643
1069,26,28,4,319.630197215273,34.2800355573779
1070,26,29,4,324.710733047802,11.7954292443798
1071,26,30,4,379.634001832266,85.8794246324979
1072,26,31,4,439.33622069418,60.2127057658533
1073,26,32,4,536.976522582635,107.401033003113
1074,26,33,4,290.177260364993,26.805115587155
1075,26,34,4,363.569774514796,23.558816321314
1076,26,35,4,649.860084215547,26.3576170620827
1077,26,36,4,265.166513758342,74.5942698172748
1078,26,37,4,276.848444309832,48.4871734897497
1079,26,38,4,330.31139720969,50.3323780518801
1080,26,39,4,222.14788691903,33.4888268758771
1081,27,0,2,288.849965923717,34.3170510697052
1082,27,1,2,172.301557686503,56.2822701738118
1083,27,2,2,471.462304448995,61.8360656670956
1084,27,3,2,302.518631340294,73.1875907601163
1085,27,4,2,382.627909120037,58.0437810875606
1086,27,5,2,304.557932209009,63.9637073249599
1087,27,6,2,381.862303681777,19.9095810063139
1088,27,7,2,366.010924426846,51.8102231356454
1089,27,8,2,319.630197215273,65.7675900880289
1090,27,9,2,324.710733047802,29.8638648981725
1091,27,10,2,379.634001832266,56.3544416908745
1092,27,11,2,439.33622069418,62.5536380509192
1093,27,12,2,536.976522582635,58.186910612705
1094,27,13,2,290.177260364993,47.8692325794098
1095,27,14,2,363.569774514796,39.4881697034056
1096,27,15,2,649.860084215547,13.3643562493489
1097,27,16,2,265.166513758342,57.5623595722495
1098,27,17,2,276.848444309832,48.4353662224316
1099,27,18,2,330.31139720969,45.1078526627841
1100,27,19,2,222.14788691903,27.8583662759702
1101,27,20,4,288.849965923717,53.5968737598729
1102,27,21,4,172.301557686503,35.3361871712551
1103,27,22,4,471.462304448995,74.1362508915963
1104,27,23,4,302.518631340294,-2.74931065260203
1105,27,24,4,382.627909120037,60.3358023773814
1106,27,25,4,304.557932209009,58.5114860955526
1107,27,26,4,381.862303681777,102.397293511132
1108,27,27,4,366.010924426846,76.2515839787559
1109,27,28,4,319.630197215273,33.6574900913536
1110,27,29,4,324.710733047802,8.36954179062393
1111,27,30,4,379.634001832266,82.4175757117021
1112,27,31,4,439.33622069418,29.0544521818642
1113,27,32,4,536.976522582635,29.0466192994592
1114,27,33,4,290.177260364993,30.3207276270348
1115,27,34,4,363.569774514796,59.240146688429
1116,27,35,4,649.860084215547,16.3764421428591
1117,27,36,4,265.166513758342,22.6792200207966
1118,27,37,4,276.848444309832,1.8113928862617
1119,27,38,4,330.31139720969,-20.8250929951399
1120,27,39,4,222.14788691903,13.4435950104799
1121,28,0,2,288.849965923717,41.0400617524496
1122,28,1,2,172.301557686503,86.7370807638909
1123,28,2,2,471.462304448995,62.0376596928556
1124,28,3,2,302.518631340294,31.1308775957355
1125,28,4,2,382.627909120037,36.8688629494988
1126,28,5,2,304.557932209009,20.1670613692653
1127,28,6,2,381.862303681777,43.4480290179135
1128,28,7,2,366.010924426846,55.3914006876997
1129,28,8,2,319.630197215273,69.1573759907915
1130,28,9,2,324.710733047802,64.0706911477889
1131,28,10,2,379.634001832266,56.2257168258878
1132,28,11,2,439.33622069418,37.2644414554934
1133,28,12,2,536.976522582635,47.2424617187158
1134,28,13,2,290.177260364993,69.2011267084661
1135,28,14,2,363.569774514796,64.3395173446522
1136,28,15,2,649.860084215547,60.9122709057226
1137,28,16,2,265.166513758342,64.0145100815634
1138,28,17,2,276.848444309832,107.331947982299
1139,28,18,2,330.31139720969,18.7244806171234
1140,28,19,2,222.14788691903,68.3516129058623
1141,28,20,4,288.849965923717,84.5320423192239
1142,28,21,4,172.301557686503,51.1205654982906
1143,28,22,4,471.462304448995,78.2471965277241
1144,28,23,4,302.518631340294,76.2925770957989
1145,28,24,4,382.627909120037,62.7732183762783
1146,28,25,4,304.557932209009,31.1169367054907
1147,28,26,4,381.862303681777,66.1576388978262
1148,28,27,4,366.010924426846,7.94869592974216
1149,28,28,4,319.630197215273,-15.0894248372984
1150,28,29,4,324.710733047802,36.2052064144193
1151,28,30,4,379.634001832266,35.6537001236387
1152,28,31,4,439.33622069418,27.7099438266422
1153,28,32,4,536.976522582635,47.7003496192364
1154,28,33,4,290.177260364993,62.975693883294
1155,28,34,4,363.569774514796,70.5247082865926
1156,28,35,4,649.860084215547,76.7111249021128
1157,28,36,4,265.166513758342,39.7686028480459
1158,28,37,4,276.848444309832,20.0909067987138
1159,28,38,4,330.31139720969,75.0760885247027
1160,28,39,4,222.14788691903,18.6888355031359
1161,29,0,2,288.849965923717,55.1126015962701
1162,29,1,2,172.301557686503,37.3956615331273
1163,29,2,2,471.462304448995,57.7663489368013
1164,29,3,2,302.518631340294,29.9019544463923
1165,29,4,2,382.627909120037,74.7646115221774
1166,29,5,2,304.557932209009,60.5428489492737
1167,29,6,2,381.862303681777,43.8574508912015
1168,29,7,2,366.010924426846,16.2977549168914
1169,29,8,2,319.630197215273,43.6501380548411
1170,29,9,2,324.710733047802,67.0380886147547
1171,29,10,2,379.634001832266,89.6964533885748
1172,29,11,2,439.33622069418,89.6560272135281
1173,29,12,2,536.976522582635,52.2953864622575
1174,29,13,2,290.177260364993,38.6242609663002
1175,29,14,2,363.569774514796,30.8822471384819
1176,29,15,2,649.860084215547,61.4645442699206
1177,29,16,2,265.166513758342,44.9045239166592
1178,29,17,2,276.848444309832,71.877948510525
1179,29,18,2,330.31139720969,70.7629433823232
1180,29,19,2,222.14788691903,24.0801242223287
1181,29,20,4,288.849965923717,67.5646358551566
1182,29,21,4,172.301557686503,44.3416783703584
1183,29,22,4,471.462304448995,85.373060104836
1184,29,23,4,302.518631340294,39.9650778021857
1185,29,24,4,382.627909120037,20.7385312199008
1186,29,25,4,304.557932209009,23.0314716636233
1187,29,26,4,381.862303681777,35.164104102109
1188,29,27,4,366.010924426846,17.1665006749558
1189,29,28,4,319.630197215273,16.1671909459245
1190,29,29,4,324.710733047802,88.0666405366292
1191,29,30,4,379.634001832266,26.8147964162111
1192,29,31,4,439.33622069418,78.4568848225901
1193,29,32,4,536.976522582635,-3.80571976384014
1194,29,33,4,290.177260364993,42.7459486471175
1195,29,34,4,363.569774514796,121.508705033815
1196,29,35,4,649.860084215547,70.5411056998625
1197,29,36,4,265.166513758342,53.018721059032
1198,29,37,4,276.848444309832,79.6996467099192
1199,29,38,4,330.31139720969,111.831361655374
1200,29,39,4,222.14788691903,109.01383199662
1201,30,0,2,288.849965923717,47.1395743678852
1202,30,1,2,172.301557686503,39.0706908586831
1203,30,2,2,471.462304448995,73.7253870149258
1204,30,3,2,302.518631340294,55.0422760814813
1205,30,4,2,382.627909120037,18.6577904784881
1206,30,5,2,304.557932209009,36.8184293587634
1207,30,6,2,381.862303681777,38.7869854515007
1208,30,7,2,366.010924426846,64.8916143949123
1209,30,8,2,319.630197215273,86.115212476299
1210,30,9,2,324.710733047802,64.6070915624382
